
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nova
finances_timewithoutincident            (*X days)
finances_dailyincome                    *X / day

finances_category_federalgrant          Federal Grant
finances_category_minsecprisoners       Minsec Prisoner Grant
finances_category_medsecprisoners       Standard Prisoner Grant
finances_category_maxsecprisoners       Maxsec Prisoner Grant
finances_category_prisoners             Prisoner Grant
finances_category_workmen               Workmen Wages
finances_category_guards                Guard Wages
finances_category_admin                 Administrator Wages
finances_category_staff                 Staff Wages
finances_category_food                  Food
finances_category_electricity           Electricity
finances_category_workshops             Workshops
finances_category_loaninterest          Loan Interest
finances_category_reformprogs           Reform Programs
finances_category_noincident            Days Without Incident
finances_category_exports               Exports (yesterday)
finances_category_corptax               Corporation Taxes
finances_category_prisonerwages         Prisoner Wages (yesterday)
finances_category_shoprevenue           Shop Revenue (yesterday)

reports_foodtitle                       Nutritional Policy
meal_quantity                           Meal Quantity
meal_variety                            Meal Variety
